0.05,0.0,0.035,leftSonar
0.05,0.0,0.035,frontLeftSonar
0.03,0.0,0.0001,liftControllerUp
0.01,0.000,0.01,liftControllerDown
0.05,0.0,0.035,frontRightSonar
0.1,0.0,0.0,distanceControllers
